0,1/25/2020,Orange,California,6059,1,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
2582,4/28/2020,Mendocino,California,6045,11,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
2583,4/28/2020,Merced,California,6047,116,3,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
2584,4/28/2020,Mono,California,6051,26,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
2585,4/28/2020,Monterey,California,6053,191,5,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
2586,4/28/2020,Napa,California,6055,67,2,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
2587,4/28/2020,Nevada,California,6057,41,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
2588,4/28/2020,Orange,California,6059,2198,42,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
2589,4/28/2020,Placer,California,6061,145,8,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
2590,4/28/2020,Plumas,California,6063,4,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
2591,4/28/2020,Riverside,California,6065,3735,141,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
2592,4/28/2020,Sacramento,California,6067,1053,41,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
2593,4/28/2020,San Benito,California,6069,50,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
2594,4/28/2020,San Bernardino,California,6071,1827,85,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
2595,4/28/2020,San Diego,California,6073,3378,128,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
2596,4/28/2020,San Francisco,California,6075,1471,23,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
2597,4/28/2020,San Joaquin,California,6077,529,25,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
2598,4/28/2020,San Luis Obispo,California,6079,173,1,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
2599,4/28/2020,San Mateo,California,6081,1099,48,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
2600,4/28/2020,Santa Barbara,California,6083,477,7,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
2601,4/28/2020,Santa Clara,California,6085,2122,107,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
2602,4/28/2020,Santa Cruz,California,6087,125,2,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
2603,4/28/2020,Shasta,California,6089,31,4,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
2604,4/28/2020,Siskiyou,California,6093,5,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
2605,4/28/2020,Solano,California,6095,254,4,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
2606,4/28/2020,Sonoma,California,6097,228,2,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
2607,4/28/2020,Stanislaus,California,6099,324,10,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
2608,4/28/2020,Sutter,California,6101,29,2,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
2609,4/28/2020,Tehama,California,6103,1,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
2610,4/28/2020,Tulare,California,6107,578,35,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
2611,4/28/2020,Tuolumne,California,6109,4,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
2612,4/28/2020,Ventura,California,6111,513,17,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
2613,4/28/2020,Yolo,California,6113,162,16,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
2614,4/28/2020,Yuba,California,6115,17,1,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
2615,4/29/2020,Alameda,California,6001,1589,59,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
2616,4/29/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
2617,4/29/2020,Amador,California,6005,7,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
2618,4/29/2020,Butte,California,6007,16,0,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
2619,4/29/2020,Calaveras,California,6009,13,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
2620,4/29/2020,Colusa,California,6011,3,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
2621,4/29/2020,Contra Costa,California,6013,866,25,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
2622,4/29/2020,Del Norte,California,6015,3,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
2623,4/29/2020,El Dorado,California,6017,44,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
2624,4/29/2020,Fresno,California,6019,538,7,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
2625,4/29/2020,Glenn,California,6021,5,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
2626,4/29/2020,Humboldt,California,6023,54,0,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
2627,4/29/2020,Imperial,California,6025,319,8,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
2628,4/29/2020,Inyo,California,6027,20,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
2629,4/29/2020,Kern,California,6029,882,6,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
2630,4/29/2020,Kings,California,6031,96,1,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
2631,4/29/2020,Lake,California,6033,6,0,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
2632,4/29/2020,Los Angeles,California,6037,22485,1056,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
2633,4/29/2020,Madera,California,6039,46,2,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
2634,4/29/2020,Marin,California,6041,235,13,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
2635,4/29/2020,Mariposa,California,6043,1,0,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
2636,4/29/2020,Mendocino,California,6045,12,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
2637,4/29/2020,Merced,California,6047,118,3,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
2638,4/29/2020,Mono,California,6051,26,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
2639,4/29/2020,Monterey,California,6053,206,5,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
2640,4/29/2020,Napa,California,6055,67,2,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
2641,4/29/2020,Nevada,California,6057,41,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
2642,4/29/2020,Orange,California,6059,2324,44,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
2643,4/29/2020,Placer,California,6061,145,8,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
2644,4/29/2020,Plumas,California,6063,4,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
2645,4/29/2020,Riverside,California,6065,3942,143,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
2646,4/29/2020,Sacramento,California,6067,1068,42,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
2647,4/29/2020,San Benito,California,6069,50,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
2648,4/29/2020,San Bernardino,California,6071,1928,89,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
2649,4/29/2020,San Diego,California,6073,3432,133,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
2650,4/29/2020,San Francisco,California,6075,1490,23,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
2651,4/29/2020,San Joaquin,California,6077,540,25,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
2652,4/29/2020,San Luis Obispo,California,6079,181,1,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
2653,4/29/2020,San Mateo,California,6081,1136,48,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
2654,4/29/2020,Santa Barbara,California,6083,485,8,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
2655,4/29/2020,Santa Clara,California,6085,2134,108,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
2656,4/29/2020,Santa Cruz,California,6087,127,2,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
2657,4/29/2020,Shasta,California,6089,31,4,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
2658,4/29/2020,Siskiyou,California,6093,5,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
2659,4/29/2020,Solano,California,6095,254,5,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
2660,4/29/2020,Sonoma,California,6097,232,2,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
2661,4/29/2020,Stanislaus,California,6099,339,11,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
2662,4/29/2020,Sutter,California,6101,30,2,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
2663,4/29/2020,Tehama,California,6103,1,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
2664,4/29/2020,Tulare,California,6107,626,36,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
2665,4/29/2020,Tuolumne,California,6109,4,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
2666,4/29/2020,Ventura,California,6111,517,17,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
2667,4/29/2020,Yolo,California,6113,163,16,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
2668,4/29/2020,Yuba,California,6115,17,1,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
2669,4/30/2020,Alameda,California,6001,1624,63,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
2670,4/30/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
2671,4/30/2020,Amador,California,6005,7,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
2672,4/30/2020,Butte,California,6007,16,0,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
2673,4/30/2020,Calaveras,California,6009,13,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
2674,4/30/2020,Colusa,California,6011,3,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
2675,4/30/2020,Contra Costa,California,6013,891,27,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
2676,4/30/2020,Del Norte,California,6015,3,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
2677,4/30/2020,El Dorado,California,6017,44,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
2678,4/30/2020,Fresno,California,6019,564,7,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
2679,4/30/2020,Glenn,California,6021,5,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
2680,4/30/2020,Humboldt,California,6023,54,0,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
2681,4/30/2020,Imperial,California,6025,333,8,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
2682,4/30/2020,Inyo,California,6027,20,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
2683,4/30/2020,Kern,California,6029,910,7,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
2684,4/30/2020,Kings,California,6031,96,1,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
2685,4/30/2020,Lake,California,6033,7,0,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
2686,4/30/2020,Los Angeles,California,6037,23182,1111,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
2687,4/30/2020,Madera,California,6039,46,2,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
2688,4/30/2020,Marin,California,6041,237,13,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
2689,4/30/2020,Mariposa,California,6043,3,0,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
2690,4/30/2020,Mendocino,California,6045,12,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
2691,4/30/2020,Merced,California,6047,125,3,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
2692,4/30/2020,Mono,California,6051,26,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
2693,4/30/2020,Monterey,California,6053,213,5,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
2694,4/30/2020,Napa,California,6055,68,2,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
2695,4/30/2020,Nevada,California,6057,41,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
2696,4/30/2020,Orange,California,6059,2421,45,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
2697,4/30/2020,Placer,California,6061,147,8,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
2698,4/30/2020,Plumas,California,6063,4,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
2699,4/30/2020,Riverside,California,6065,4031,149,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
2700,4/30/2020,Sacramento,California,6067,1077,43,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
2701,4/30/2020,San Benito,California,6069,51,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
2702,4/30/2020,San Bernardino,California,6071,2058,93,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
2703,4/30/2020,San Diego,California,6073,3627,140,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
2704,4/30/2020,San Francisco,California,6075,1502,25,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
2705,4/30/2020,San Joaquin,California,6077,543,25,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
2706,4/30/2020,San Luis Obispo,California,6079,184,1,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
2707,4/30/2020,San Mateo,California,6081,1177,50,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
2708,4/30/2020,Santa Barbara,California,6083,496,8,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
2709,4/30/2020,Santa Clara,California,6085,2163,112,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
2710,4/30/2020,Santa Cruz,California,6087,131,2,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
2711,4/30/2020,Shasta,California,6089,31,4,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
2712,4/30/2020,Siskiyou,California,6093,5,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
2713,4/30/2020,Solano,California,6095,268,5,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
2714,4/30/2020,Sonoma,California,6097,244,2,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
2715,4/30/2020,Stanislaus,California,6099,374,13,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
2716,4/30/2020,Sutter,California,6101,30,2,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
2717,4/30/2020,Tehama,California,6103,1,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
2718,4/30/2020,Tulare,California,6107,640,40,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
2719,4/30/2020,Tuolumne,California,6109,4,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
2720,4/30/2020,Ventura,California,6111,535,18,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
2721,4/30/2020,Yolo,California,6113,164,16,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
2722,4/30/2020,Yuba,California,6115,18,1,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
2723,5/1/2020,Alameda,California,6001,1657,63,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
2724,5/1/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
2725,5/1/2020,Amador,California,6005,7,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
2726,5/1/2020,Butte,California,6007,16,0,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
2727,5/1/2020,Calaveras,California,6009,13,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
2728,5/1/2020,Colusa,California,6011,3,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
2729,5/1/2020,Contra Costa,California,6013,907,28,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
2730,5/1/2020,Del Norte,California,6015,3,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
2731,5/1/2020,El Dorado,California,6017,47,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
2732,5/1/2020,Fresno,California,6019,615,8,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
2733,5/1/2020,Glenn,California,6021,5,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
2734,5/1/2020,Humboldt,California,6023,54,0,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
2735,5/1/2020,Imperial,California,6025,358,8,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
2736,5/1/2020,Inyo,California,6027,20,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
2737,5/1/2020,Kern,California,6029,941,8,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
2738,5/1/2020,Kings,California,6031,123,1,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
2739,5/1/2020,Lake,California,6033,7,0,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
2740,5/1/2020,Los Angeles,California,6037,24215,1172,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
2741,5/1/2020,Madera,California,6039,46,2,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
2742,5/1/2020,Marin,California,6041,240,13,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
2743,5/1/2020,Mariposa,California,6043,13,0,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
2744,5/1/2020,Mendocino,California,6045,12,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
2745,5/1/2020,Merced,California,6047,134,3,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
2746,5/1/2020,Mono,California,6051,26,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
2747,5/1/2020,Monterey,California,6053,222,5,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
2748,5/1/2020,Napa,California,6055,69,2,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
2749,5/1/2020,Nevada,California,6057,41,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
2750,5/1/2020,Orange,California,6059,2591,50,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
2751,5/1/2020,Placer,California,6061,150,8,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
2752,5/1/2020,Plumas,California,6063,4,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
2753,5/1/2020,Riverside,California,6065,4079,156,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
2754,5/1/2020,Sacramento,California,6067,1090,43,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
2755,5/1/2020,San Benito,California,6069,51,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
2756,5/1/2020,San Bernardino,California,6071,2113,96,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
